0.7166666666666667,8
0.83,6
0.85,5
0.8416666666666667,6
0.7166666666666667,8
0.76,6
0.8,5
0.7916666666666666,6
0.8,5
0.81,4
0.95,6
0.8909090909090909,4
0.8,5
0.65,4
0.69,6
0.8454545454545455,4
0.8909090909090909,3
0.89,3
0.88,4
0.9727272727272728,3
0.8909090909090909,3
0.85,3
0.91,4
0.9272727272727272,3
0.5545454545454546,7
0.7818181818181819,4
0.7125,5
0.45,5
0.5545454545454546,7
0.5363636363636364,4
0.65,5
0.3875,5
0.7166666666666667,9
0.8818181818181818,7
0.8181818181818182,5
0.925,6
0.7166666666666667,9
0.7818181818181819,7
0.8090909090909091,5
0.8083333333333333,6
0.7333333333333333,4
0.9888888888888889,3
0.9444444444444444,4
1.0,4
0.7333333333333333,4
0.8555555555555555,3
0.9222222222222223,4
0.7555555555555555,4
0.8363636363636363,5
0.9454545454545454,5
0.7454545454545455,3
0.9090909090909091,5
0.8363636363636363,5
0.8090909090909091,5
0.7090909090909091,3
0.9454545454545454,5
0.80625,11
0.8533333333333334,10
0.84,6
0.7,7
0.80625,11
0.74,10
0.7266666666666667,6
0.65,7
0.7230769230769231,4
0.8083333333333333,3
0.5583333333333333,4
0.7307692307692307,3
0.7230769230769231,4
0.6833333333333333,3
0.5333333333333333,4
0.7307692307692307,3
0.9416666666666667,7
0.875,6
0.8916666666666667,5
0.7166666666666667,6
0.9416666666666667,7
0.8583333333333333,6
0.5916666666666667,5
0.925,6
0.9,3
1.0,3
1.0,4
1.0,3
0.9,3
0.8142857142857143,3
1.0,4
0.9125,3
0.7769230769230769,7
0.7916666666666666,6
0.8833333333333333,8
0.9153846153846154,5
0.7769230769230769,7
0.6833333333333333,6
0.8333333333333334,8
0.6307692307692307,5
